model,aggregation,version,k,lambda,bias,seed,valid_acc,test_acc,train_acc,valid_mrr,test_mrr,hits_1,hits_3,hits_10,train_time,convergence
qwen,sum,fb237_v2_ind_seed7001,50,1.0,16,7001,0.5813,0.6247,0.9154,0.7316,0.7583,0.6247,0.8827,0.9467,149.7,Reach max iteration 50 | best_iter=50
qwen,sum,fb237_v2_ind_seed7001,175,500.0,64,7001,0.6594,0.6631,0.6956,0.7827,0.7746,0.6631,0.855,0.9595,251.5,Reach max iteration 50 | best_iter=42
qwen,sum,fb237_v2_ind_seed7005,175,500.0,64,7005,0.6568,0.6597,0.6795,0.7793,0.7867,0.6597,0.8992,0.9601,255.3,Reach max iteration 50 | best_iter=9
qwen,sum,fb237_v2_ind_seed7009,175,500.0,64,7009,0.6702,0.6207,0.6926,0.7829,0.7546,0.6207,0.8642,0.9526,269.4,Reach max iteration 50 | best_iter=23
qwen,sum,fb237_v2_ind_seed7001,175,500.0,80,7001,0.6659,0.6631,0.6989,0.7873,0.7768,0.6631,0.8614,0.9595,306.5,Reach max iteration 50 | best_iter=33
qwen,sum,fb237_v2_ind_seed7005,175,500.0,80,7005,0.6653,0.6744,0.694,0.7869,0.7941,0.6744,0.9055,0.9622,309.9,Reach max iteration 50 | best_iter=14
qwen,sum,fb237_v2_ind_seed7009,175,500.0,80,7009,0.6638,0.6272,0.6974,0.7821,0.7605,0.6272,0.8707,0.9591,309.8,Reach max iteration 50 | best_iter=42
qwen,sum,fb237_v2_ind_seed7001,175,500.0,96,7001,0.6833,0.6695,0.7136,0.7976,0.7812,0.6695,0.8614,0.9595,324.9,Reach max iteration 50 | best_iter=14
qwen,sum,fb237_v2_ind_seed7005,175,500.0,96,7005,0.6632,0.6723,0.7006,0.7888,0.7937,0.6723,0.9034,0.9622,323.1,Reach max iteration 50 | best_iter=31
qwen,sum,fb237_v2_ind_seed7009,175,500.0,96,7009,0.6681,0.6379,0.7056,0.785,0.7662,0.6379,0.8793,0.9591,330.9,Reach max iteration 50 | best_iter=50
qwen,sum,fb237_v2_ind_seed7001,175,1000.0,16,7001,0.5011,0.5203,0.5084,0.6345,0.6476,0.5203,0.7377,0.855,175.9,Reach max iteration 50 | best_iter=50
qwen,sum,fb237_v2_ind_seed7005,175,1000.0,16,7005,0.5032,0.5273,0.5052,0.636,0.658,0.5273,0.75,0.8761,175.1,Reach max iteration 50 | best_iter=15
qwen,sum,fb237_v2_ind_seed7009,175,1000.0,16,7009,0.5439,0.5065,0.5242,0.6613,0.6357,0.5065,0.7198,0.8599,174.7,Reach max iteration 50 | best_iter=20
qwen,sum,fb237_v2_ind_seed7001,175,1000.0,32,7001,0.5336,0.5586,0.5593,0.6754,0.684,0.5586,0.7804,0.887,178.2,Reach max iteration 50 | best_iter=22
qwen,sum,fb237_v2_ind_seed7005,175,1000.0,32,7005,0.5474,0.5588,0.5518,0.6766,0.6903,0.5588,0.7773,0.8929,180.0,Reach max iteration 50 | best_iter=42
qwen,sum,fb237_v2_ind_seed7009,175,1000.0,32,7009,0.5653,0.5388,0.5725,0.6908,0.6729,0.5388,0.7694,0.8987,180.7,Reach max iteration 50 | best_iter=19
qwen,sum,fb237_v2_ind_seed7001,175,1000.0,48,7001,0.577,0.5928,0.5865,0.7041,0.7086,0.5928,0.7889,0.9062,185.2,Reach max iteration 50 | best_iter=13
qwen,sum,fb237_v2_ind_seed7005,175,1000.0,48,7005,0.5747,0.5945,0.5912,0.7024,0.7243,0.5945,0.8319,0.916,181.6,Reach max iteration 50 | best_iter=17
qwen,sum,fb237_v2_ind_seed7009,175,1000.0,48,7009,0.5846,0.5582,0.5866,0.7045,0.6879,0.5582,0.7716,0.9138,182.3,Reach max iteration 50 | best_iter=24
qwen,sum,fb237_v2_ind_seed7001,175,1000.0,64,7001,0.5857,0.5885,0.5975,0.7129,0.7106,0.5885,0.7974,0.9147,199.4,Reach max iteration 50 | best_iter=49
qwen,sum,fb237_v2_ind_seed7005,175,1000.0,64,7005,0.5768,0.5777,0.5902,0.7066,0.7162,0.5777,0.8319,0.9223,193.1,Reach max iteration 50 | best_iter=13
qwen,sum,fb237_v2_ind_seed7009,175,1000.0,64,7009,0.5867,0.5668,0.5963,0.7123,0.6965,0.5668,0.7845,0.9181,211.6,Reach max iteration 50 | best_iter=20
qwen,sum,fb237_v2_ind_seed7001,175,1000.0,80,7001,0.6052,0.5991,0.6093,0.7268,0.7233,0.5991,0.8166,0.9211,236.1,Reach max iteration 50 | best_iter=22
qwen,sum,fb237_v2_ind_seed7005,175,1000.0,80,7005,0.5937,0.6008,0.6047,0.7185,0.7334,0.6008,0.8424,0.9286,244.1,Reach max iteration 50 | best_iter=12
qwen,sum,fb237_v2_ind_seed7009,175,1000.0,80,7009,0.591,0.5819,0.6085,0.7186,0.7079,0.5819,0.7909,0.9181,238.8,Reach max iteration 50 | best_iter=23
qwen,sum,fb237_v2_ind_seed7001,175,1000.0,96,7001,0.6182,0.6183,0.6223,0.7364,0.7341,0.6183,0.823,0.9275,246.4,Reach max iteration 50 | best_iter=12
qwen,sum,fb237_v2_ind_seed7005,175,1000.0,96,7005,0.5937,0.5987,0.611,0.72,0.7343,0.5987,0.8466,0.9328,242.8,Reach max iteration 50 | best_iter=18
qwen,sum,fb237_v2_ind_seed7009,175,1000.0,96,7009,0.606,0.5754,0.6181,0.7302,0.7064,0.5754,0.7974,0.9267,243.4,Reach max iteration 50 | best_iter=12
qwen,sum,fb237_v2_ind_seed7001,200,1.0,16,7001,0.6182,0.6269,0.9154,0.7606,0.7653,0.6269,0.8891,0.9638,412.1,Reach max iteration 50 | best_iter=46
qwen,sum,fb237_v2_ind_seed7005,200,1.0,16,7005,0.6463,0.6218,0.9128,0.7816,0.7616,0.6218,0.8845,0.9622,426.1,Reach max iteration 50 | best_iter=33
qwen,sum,fb237_v2_ind_seed7009,200,1.0,16,7009,0.606,0.5733,0.9147,0.7547,0.7396,0.5733,0.903,0.9504,417.8,Reach max iteration 50 | best_iter=50
qwen,sum,fb237_v2_ind_seed7001,200,1.0,32,7001,0.6269,0.629,0.9154,0.769,0.7704,0.629,0.8934,0.9765,416.3,Reach max iteration 50 | best_iter=35
qwen,sum,fb237_v2_ind_seed7005,200,1.0,32,7005,0.6505,0.6387,0.9128,0.7835,0.774,0.6387,0.8971,0.9664,419.2,Reach max iteration 50 | best_iter=49
qwen,sum,fb237_v2_ind_seed7009,200,1.0,32,7009,0.6081,0.5927,0.9147,0.7606,0.7538,0.5927,0.9116,0.9547,424.4,Reach max iteration 50 | best_iter=49
qwen,sum,fb237_v2_ind_seed7001,200,1.0,48,7001,0.6312,0.6311,0.9154,0.7711,0.7705,0.6311,0.8827,0.9723,426.2,Reach max iteration 50 | best_iter=47
qwen,sum,fb237_v2_ind_seed7005,200,1.0,48,7005,0.6505,0.6345,0.9128,0.784,0.7696,0.6345,0.8887,0.9664,423.2,Reach max iteration 50 | best_iter=50
qwen,sum,fb237_v2_ind_seed7009,200,1.0,48,7009,0.6317,0.6099,0.8721,0.7627,0.749,0.6099,0.8879,0.9547,419.9,Reach max iteration 50 | best_iter=3
qwen,sum,fb237_v2_ind_seed7001,200,1.0,64,7001,0.6204,0.629,0.9154,0.764,0.7688,0.629,0.8934,0.9744,431.4,Reach max iteration 50 | best_iter=42
qwen,sum,fb237_v2_ind_seed7005,200,1.0,64,7005,0.6484,0.6239,0.9128,0.7828,0.7577,0.6239,0.8739,0.958,424.0,Reach max iteration 50 | best_iter=48
qwen,sum,fb237_v2_ind_seed7009,200,1.0,64,7009,0.6124,0.5819,0.9147,0.7605,0.7435,0.5819,0.8922,0.9547,424.7,Reach max iteration 50 | best_iter=48
qwen,sum,fb237_v2_ind_seed7001,200,1.0,80,7001,0.6291,0.6418,0.9154,0.7711,0.777,0.6418,0.8977,0.968,417.8,Reach max iteration 50 | best_iter=43
qwen,sum,fb237_v2_ind_seed7005,200,1.0,80,7005,0.6484,0.6324,0.9128,0.7841,0.7688,0.6324,0.8971,0.958,426.2,Reach max iteration 50 | best_iter=49
qwen,sum,fb237_v2_ind_seed7009,200,1.0,80,7009,0.6081,0.5733,0.9147,0.7591,0.7378,0.5733,0.8966,0.9677,428.2,Reach max iteration 50 | best_iter=45
qwen,sum,fb237_v2_ind_seed7001,200,1.0,96,7001,0.6334,0.6482,0.8909,0.7748,0.7784,0.6482,0.9104,0.968,430.5,Reach max iteration 50 | best_iter=3
qwen,sum,fb237_v2_ind_seed7005,200,1.0,96,7005,0.6379,0.6113,0.9128,0.7781,0.7573,0.6113,0.895,0.9622,435.6,Reach max iteration 50 | best_iter=42
qwen,sum,fb237_v2_ind_seed7009,200,1.0,96,7009,0.636,0.6185,0.8592,0.772,0.7557,0.6185,0.8793,0.9591,431.8,Reach max iteration 50 | best_iter=2
qwen,sum,fb237_v2_ind_seed7001,200,5.0,16,7001,0.6226,0.6311,0.9154,0.7695,0.7687,0.6311,0.8977,0.9723,415.4,Reach max iteration 50 | best_iter=30
qwen,sum,fb237_v2_ind_seed7005,200,5.0,16,7005,0.6632,0.6429,0.9128,0.7918,0.7763,0.6429,0.8992,0.958,416.9,Reach max iteration 50 | best_iter=26
qwen,sum,fb237_v2_ind_seed7009,200,5.0,16,7009,0.606,0.5841,0.9147,0.7591,0.747,0.5841,0.903,0.9612,418.1,Reach max iteration 50 | best_iter=22
qwen,sum,fb237_v2_ind_seed7001,200,5.0,32,7001,0.6334,0.6269,0.9154,0.7728,0.7713,0.6269,0.8955,0.9723,408.8,Reach max iteration 50 | best_iter=29
qwen,sum,fb237_v2_ind_seed7005,200,5.0,32,7005,0.6653,0.6324,0.9128,0.7978,0.7718,0.6324,0.8971,0.9643,429.7,Reach max iteration 50 | best_iter=20
qwen,sum,fb237_v2_ind_seed7009,200,5.0,32,7009,0.6253,0.5841,0.9147,0.7711,0.7504,0.5841,0.9073,0.9634,410.3,Reach max iteration 50 | best_iter=40
qwen,sum,fb237_v2_ind_seed7001,200,5.0,48,7001,0.6486,0.629,0.9135,0.7819,0.7725,0.629,0.9062,0.9701,422.3,Reach max iteration 50 | best_iter=7
qwen,sum,fb237_v2_ind_seed7005,200,5.0,48,7005,0.6884,0.6513,0.9128,0.8076,0.7821,0.6513,0.8992,0.9643,426.3,Reach max iteration 50 | best_iter=18
qwen,sum,fb237_v2_ind_seed7009,200,5.0,48,7009,0.6274,0.6078,0.9147,0.7696,0.7573,0.6078,0.8944,0.9591,416.3,Reach max iteration 50 | best_iter=49
qwen,sum,fb237_v2_ind_seed7001,200,5.0,64,7001,0.6312,0.6418,0.9154,0.7734,0.7824,0.6418,0.9126,0.9701,425.9,Reach max iteration 50 | best_iter=36
qwen,sum,fb237_v2_ind_seed7005,200,5.0,64,7005,0.6611,0.6303,0.9123,0.7906,0.7654,0.6303,0.8782,0.9622,423.4,Reach max iteration 50 | best_iter=7
qwen,sum,fb237_v2_ind_seed7009,200,5.0,64,7009,0.6445,0.5819,0.9147,0.7813,0.7489,0.5819,0.9073,0.9612,421.8,Reach max iteration 50 | best_iter=27
qwen,sum,fb237_v2_ind_seed7001,200,5.0,80,7001,0.6443,0.6482,0.9154,0.7817,0.7858,0.6482,0.9232,0.9701,422.0,Reach max iteration 50 | best_iter=36
qwen,sum,fb237_v2_ind_seed7005,200,5.0,80,7005,0.6653,0.6408,0.9128,0.797,0.779,0.6408,0.9055,0.9685,429.9,Reach max iteration 50 | best_iter=31
qwen,sum,fb237_v2_ind_seed7009,200,5.0,80,7009,0.636,0.6034,0.9147,0.7794,0.7577,0.6034,0.9009,0.9677,419.5,Reach max iteration 50 | best_iter=46
qwen,sum,fb237_v2_ind_seed7001,200,5.0,96,7001,0.6421,0.6333,0.9154,0.7833,0.7766,0.6333,0.9062,0.9744,429.5,Reach max iteration 50 | best_iter=32
qwen,sum,fb237_v2_ind_seed7005,200,5.0,96,7005,0.6589,0.6366,0.9128,0.7931,0.7758,0.6366,0.8992,0.958,417.9,Reach max iteration 50 | best_iter=33
qwen,sum,fb237_v2_ind_seed7009,200,5.0,96,7009,0.636,0.6121,0.9147,0.7765,0.7644,0.6121,0.9009,0.9698,423.9,Reach max iteration 50 | best_iter=38
qwen,sum,fb237_v2_ind_seed7001,200,10.0,16,7001,0.6334,0.629,0.9154,0.7731,0.7702,0.629,0.8977,0.9701,418.3,Reach max iteration 50 | best_iter=32
qwen,sum,fb237_v2_ind_seed7005,200,10.0,16,7005,0.6589,0.6282,0.9128,0.7898,0.7698,0.6282,0.8866,0.9601,405.5,Reach max iteration 50 | best_iter=24
qwen,sum,fb237_v2_ind_seed7009,200,10.0,16,7009,0.6167,0.5905,0.9099,0.7626,0.7482,0.5905,0.8944,0.9547,412.9,Reach max iteration 50 | best_iter=6
qwen,sum,fb237_v2_ind_seed7001,200,10.0,32,7001,0.6399,0.6439,0.9145,0.7803,0.7818,0.6439,0.9104,0.9744,409.2,Reach max iteration 50 | best_iter=10
qwen,sum,fb237_v2_ind_seed7005,200,10.0,32,7005,0.6653,0.645,0.9126,0.798,0.7789,0.645,0.9034,0.9643,429.5,Reach max iteration 50 | best_iter=15
qwen,sum,fb237_v2_ind_seed7009,200,10.0,32,7009,0.6274,0.6034,0.9144,0.7736,0.7611,0.6034,0.9052,0.9655,420.8,Reach max iteration 50 | best_iter=16
qwen,sum,fb237_v2_ind_seed7001,200,10.0,48,7001,0.6312,0.629,0.9152,0.7762,0.7759,0.629,0.9126,0.9765,421.6,Reach max iteration 50 | best_iter=12
qwen,sum,fb237_v2_ind_seed7005,200,10.0,48,7005,0.6821,0.6513,0.9126,0.8061,0.783,0.6513,0.9034,0.9706,418.1,Reach max iteration 50 | best_iter=18
qwen,sum,fb237_v2_ind_seed7009,200,10.0,48,7009,0.6403,0.6185,0.9144,0.7802,0.7665,0.6185,0.9009,0.9612,399.9,Reach max iteration 50 | best_iter=24
qwen,sum,fb237_v2_ind_seed7001,200,10.0,64,7001,0.6312,0.6439,0.9154,0.7774,0.7831,0.6439,0.9104,0.9765,396.4,Reach max iteration 50 | best_iter=28
qwen,sum,fb237_v2_ind_seed7005,200,10.0,64,7005,0.6547,0.6366,0.9123,0.7898,0.7762,0.6366,0.9055,0.9685,423.6,Reach max iteration 50 | best_iter=9
qwen,sum,fb237_v2_ind_seed7009,200,10.0,64,7009,0.6424,0.6078,0.9144,0.7812,0.7607,0.6078,0.9052,0.9655,421.2,Reach max iteration 50 | best_iter=50
qwen,sum,fb237_v2_ind_seed7001,200,10.0,80,7001,0.6443,0.6482,0.9152,0.7826,0.7863,0.6482,0.919,0.9701,412.0,Reach max iteration 50 | best_iter=12
qwen,sum,fb237_v2_ind_seed7005,200,10.0,80,7005,0.6611,0.6534,0.9123,0.7972,0.7862,0.6534,0.9076,0.9706,425.2,Reach max iteration 50 | best_iter=19
qwen,sum,fb237_v2_ind_seed7009,200,10.0,80,7009,0.6338,0.6034,0.9144,0.777,0.7604,0.6034,0.9009,0.9741,421.6,Reach max iteration 50 | best_iter=20
qwen,sum,fb237_v2_ind_seed7001,200,10.0,96,7001,0.6443,0.6311,0.9149,0.7856,0.7763,0.6311,0.9019,0.9765,419.9,Reach max iteration 50 | best_iter=10
qwen,sum,fb237_v2_ind_seed7005,200,10.0,96,7005,0.6632,0.6408,0.9126,0.7989,0.7778,0.6408,0.9034,0.9601,433.0,Reach max iteration 50 | best_iter=27
qwen,sum,fb237_v2_ind_seed7009,200,10.0,96,7009,0.6296,0.6078,0.9142,0.7769,0.7657,0.6078,0.9095,0.9741,424.1,Reach max iteration 50 | best_iter=9
qwen,sum,fb237_v2_ind_seed7001,200,50.0,16,7001,0.6594,0.6503,0.9005,0.7907,0.7872,0.6503,0.9147,0.9765,386.2,Reach max iteration 50 | best_iter=50
qwen,sum,fb237_v2_ind_seed7005,200,50.0,16,7005,0.6842,0.6555,0.8689,0.8096,0.7934,0.6555,0.9265,0.9748,400.5,Reach max iteration 50 | best_iter=7
qwen,sum,fb237_v2_ind_seed7009,200,50.0,16,7009,0.6702,0.6509,0.8635,0.7985,0.7821,0.6509,0.8966,0.9569,398.3,Reach max iteration 50 | best_iter=7
qwen,sum,fb237_v2_ind_seed7001,200,50.0,32,7001,0.6725,0.6716,0.8731,0.7986,0.7991,0.6716,0.919,0.9765,405.6,Reach max iteration 50 | best_iter=7
qwen,sum,fb237_v2_ind_seed7005,200,50.0,32,7005,0.7053,0.6702,0.8819,0.8204,0.8016,0.6702,0.9202,0.979,408.1,Reach max iteration 50 | best_iter=11
qwen,sum,fb237_v2_ind_seed7009,200,50.0,32,7009,0.6488,0.6509,0.8796,0.789,0.7899,0.6509,0.9224,0.972,413.5,Reach max iteration 50 | best_iter=7
qwen,sum,fb237_v2_ind_seed7001,200,50.0,48,7001,0.679,0.6588,0.8844,0.804,0.7965,0.6588,0.9275,0.9787,418.6,Reach max iteration 50 | best_iter=6
qwen,sum,fb237_v2_ind_seed7005,200,50.0,48,7005,0.7053,0.6639,0.8819,0.82,0.7972,0.6639,0.9202,0.979,414.3,Reach max iteration 50 | best_iter=8
qwen,sum,fb237_v2_ind_seed7009,200,50.0,48,7009,0.666,0.6595,0.8748,0.7976,0.7933,0.6595,0.9116,0.9677,414.5,Reach max iteration 50 | best_iter=6
qwen,sum,fb237_v2_ind_seed7001,200,50.0,64,7001,0.6746,0.6503,0.8964,0.801,0.7898,0.6503,0.9211,0.9787,415.8,Reach max iteration 50 | best_iter=14
qwen,sum,fb237_v2_ind_seed7005,200,50.0,64,7005,0.7095,0.6744,0.8761,0.8231,0.8032,0.6744,0.9265,0.9727,424.5,Reach max iteration 50 | best_iter=8
qwen,sum,fb237_v2_ind_seed7009,200,50.0,64,7009,0.6767,0.6573,0.8851,0.8023,0.7898,0.6573,0.9052,0.972,404.1,Reach max iteration 50 | best_iter=12
qwen,sum,fb237_v2_ind_seed7001,200,50.0,80,7001,0.7007,0.6802,0.8606,0.8109,0.796,0.6802,0.8977,0.9765,398.6,Reach max iteration 50 | best_iter=6
qwen,sum,fb237_v2_ind_seed7005,200,50.0,80,7005,0.7032,0.6576,0.8889,0.8194,0.7963,0.6576,0.9328,0.9727,421.2,Reach max iteration 50 | best_iter=12
qwen,sum,fb237_v2_ind_seed7009,200,50.0,80,7009,0.6681,0.6767,0.8827,0.7988,0.8002,0.6767,0.9138,0.9763,408.2,Reach max iteration 50 | best_iter=9
qwen,sum,fb237_v2_ind_seed7001,200,50.0,96,7001,0.679,0.6567,0.8914,0.8046,0.7906,0.6567,0.9126,0.9808,415.8,Reach max iteration 50 | best_iter=12
qwen,sum,fb237_v2_ind_seed7005,200,50.0,96,7005,0.7011,0.6765,0.8896,0.8178,0.8028,0.6765,0.9244,0.9706,410.9,Reach max iteration 50 | best_iter=15
qwen,sum,fb237_v2_ind_seed7009,200,50.0,96,7009,0.6788,0.6466,0.8512,0.801,0.7878,0.6466,0.9246,0.9677,415.9,Reach max iteration 50 | best_iter=7
qwen,sum,fb237_v2_ind_seed7001,200,100.0,16,7001,0.6898,0.6866,0.8409,0.8094,0.8063,0.6866,0.9147,0.9829,392.7,Reach max iteration 50 | best_iter=25
qwen,sum,fb237_v2_ind_seed7005,200,100.0,16,7005,0.7011,0.6723,0.8368,0.8157,0.8007,0.6723,0.9139,0.9706,433.8,Reach max iteration 50 | best_iter=21
qwen,sum,fb237_v2_ind_seed7009,200,100.0,16,7009,0.6788,0.6573,0.8356,0.8038,0.786,0.6573,0.9052,0.9612,434.4,Reach max iteration 50 | best_iter=20
qwen,sum,fb237_v2_ind_seed7001,200,100.0,32,7001,0.6941,0.6844,0.84,0.8116,0.8066,0.6844,0.9147,0.9787,426.0,Reach max iteration 50 | best_iter=12
qwen,sum,fb237_v2_ind_seed7005,200,100.0,32,7005,0.7116,0.6723,0.8481,0.8243,0.8012,0.6723,0.9181,0.979,438.4,Reach max iteration 50 | best_iter=27
qwen,sum,fb237_v2_ind_seed7009,200,100.0,32,7009,0.6617,0.6681,0.827,0.7975,0.7959,0.6681,0.9181,0.9677,442.9,Reach max iteration 50 | best_iter=8
qwen,sum,fb237_v2_ind_seed7001,200,100.0,48,7001,0.6941,0.693,0.8469,0.8127,0.8104,0.693,0.9232,0.9787,443.0,Reach max iteration 50 | best_iter=14
qwen,sum,fb237_v2_ind_seed7005,200,100.0,48,7005,0.7137,0.6765,0.844,0.8237,0.8047,0.6765,0.9265,0.9769,436.0,Reach max iteration 50 | best_iter=12
qwen,sum,fb237_v2_ind_seed7009,200,100.0,48,7009,0.6809,0.6789,0.8277,0.8061,0.8018,0.6789,0.9224,0.9698,441.7,Reach max iteration 50 | best_iter=7
qwen,sum,fb237_v2_ind_seed7001,200,100.0,64,7001,0.6963,0.693,0.8566,0.8133,0.8112,0.693,0.9232,0.9808,427.1,Reach max iteration 50 | best_iter=49
qwen,sum,fb237_v2_ind_seed7005,200,100.0,64,7005,0.7074,0.6765,0.8573,0.8212,0.8039,0.6765,0.9265,0.9727,438.8,Reach max iteration 50 | best_iter=17
qwen,sum,fb237_v2_ind_seed7009,200,100.0,64,7009,0.6745,0.6853,0.8419,0.8038,0.8061,0.6853,0.9138,0.9784,429.7,Reach max iteration 50 | best_iter=9
qwen,sum,fb237_v2_ind_seed7001,200,100.0,80,7001,0.6985,0.6951,0.8345,0.815,0.8125,0.6951,0.9211,0.9787,441.6,Reach max iteration 50 | best_iter=10
qwen,sum,fb237_v2_ind_seed7005,200,100.0,80,7005,0.7179,0.7038,0.8411,0.8278,0.8205,0.7038,0.9244,0.979,438.7,Reach max iteration 50 | best_iter=10
qwen,sum,fb237_v2_ind_seed7009,200,100.0,80,7009,0.6831,0.6875,0.8291,0.8075,0.8071,0.6875,0.9181,0.9828,433.3,Reach max iteration 50 | best_iter=9
qwen,sum,fb237_v2_ind_seed7001,200,100.0,96,7001,0.7028,0.6823,0.857,0.8161,0.8069,0.6823,0.9275,0.9808,436.1,Reach max iteration 50 | best_iter=15
qwen,sum,fb237_v2_ind_seed7005,200,100.0,96,7005,0.7116,0.6828,0.8582,0.822,0.8074,0.6828,0.9202,0.9727,435.9,Reach max iteration 50 | best_iter=20
qwen,sum,fb237_v2_ind_seed7009,200,100.0,96,7009,0.6809,0.6897,0.8411,0.8051,0.8065,0.6897,0.9095,0.9698,442.8,Reach max iteration 50 | best_iter=10
qwen,sum,fb237_v2_ind_seed7001,200,500.0,16,7001,0.6161,0.6226,0.6326,0.7389,0.7409,0.6226,0.8401,0.9318,226.8,Reach max iteration 50 | best_iter=50
qwen,sum,fb237_v2_ind_seed7005,200,500.0,16,7005,0.6295,0.6197,0.6387,0.7512,0.7525,0.6197,0.8718,0.9433,222.2,Reach max iteration 50 | best_iter=42
qwen,sum,fb237_v2_ind_seed7009,200,500.0,16,7009,0.6167,0.5841,0.6325,0.7369,0.718,0.5841,0.819,0.9267,216.3,Reach max iteration 50 | best_iter=46
qwen,sum,fb237_v2_ind_seed7001,200,500.0,32,7001,0.6356,0.6418,0.6627,0.7614,0.7598,0.6418,0.8507,0.936,262.4,Reach max iteration 50 | best_iter=15
qwen,sum,fb237_v2_ind_seed7005,200,500.0,32,7005,0.6547,0.6471,0.6544,0.7707,0.7725,0.6471,0.8782,0.9538,288.8,Reach max iteration 50 | best_iter=42
qwen,sum,fb237_v2_ind_seed7009,200,500.0,32,7009,0.6467,0.597,0.6655,0.7644,0.7347,0.597,0.8491,0.9418,269.6,Reach max iteration 50 | best_iter=19
qwen,sum,fb237_v2_ind_seed7001,200,500.0,48,7001,0.6486,0.6503,0.6826,0.7723,0.767,0.6503,0.855,0.9424,285.4,Reach max iteration 50 | best_iter=14
qwen,sum,fb237_v2_ind_seed7005,200,500.0,48,7005,0.6505,0.6534,0.6766,0.7722,0.7788,0.6534,0.8887,0.9538,293.1,Reach max iteration 50 | best_iter=12
qwen,sum,fb237_v2_ind_seed7009,200,500.0,48,7009,0.6595,0.6078,0.6811,0.776,0.7449,0.6078,0.8599,0.9526,293.0,Reach max iteration 50 | best_iter=49
qwen,sum,fb237_v2_ind_seed7001,200,500.0,64,7001,0.6594,0.6588,0.6973,0.782,0.7729,0.6588,0.8635,0.9552,319.5,Reach max iteration 50 | best_iter=14
qwen,sum,fb237_v2_ind_seed7005,200,500.0,64,7005,0.6674,0.6597,0.6933,0.787,0.786,0.6597,0.9013,0.9622,316.1,Reach max iteration 50 | best_iter=10
qwen,sum,fb237_v2_ind_seed7009,200,500.0,64,7009,0.6788,0.6228,0.6931,0.7895,0.7547,0.6228,0.8621,0.9547,336.0,Reach max iteration 50 | best_iter=21
qwen,sum,fb237_v2_ind_seed7001,200,500.0,80,7001,0.6811,0.6631,0.7052,0.794,0.7773,0.6631,0.8614,0.9574,361.5,Reach max iteration 50 | best_iter=27
qwen,sum,fb237_v2_ind_seed7005,200,500.0,80,7005,0.6674,0.666,0.7003,0.787,0.7908,0.666,0.8992,0.9601,353.5,Reach max iteration 50 | best_iter=18
qwen,sum,fb237_v2_ind_seed7009,200,500.0,80,7009,0.6745,0.6401,0.7003,0.7885,0.7652,0.6401,0.8685,0.9569,361.6,Reach max iteration 50 | best_iter=24
qwen,sum,fb237_v2_ind_seed7001,200,500.0,96,7001,0.6746,0.6652,0.7119,0.792,0.7787,0.6652,0.8678,0.9659,387.4,Reach max iteration 50 | best_iter=13
qwen,sum,fb237_v2_ind_seed7005,200,500.0,96,7005,0.6695,0.6597,0.6977,0.7898,0.7876,0.6597,0.9055,0.9622,395.4,Reach max iteration 50 | best_iter=31
qwen,sum,fb237_v2_ind_seed7009,200,500.0,96,7009,0.666,0.6358,0.7034,0.7842,0.7644,0.6358,0.8685,0.9569,371.0,Reach max iteration 50 | best_iter=39
qwen,sum,fb237_v2_ind_seed7001,200,1000.0,16,7001,0.4902,0.5224,0.5058,0.6259,0.6441,0.5224,0.7186,0.8358,209.7,Reach max iteration 50 | best_iter=22
qwen,sum,fb237_v2_ind_seed7005,200,1000.0,16,7005,0.5137,0.5252,0.511,0.644,0.6549,0.5252,0.7458,0.8761,210.0,Reach max iteration 50 | best_iter=44
qwen,sum,fb237_v2_ind_seed7009,200,1000.0,16,7009,0.5139,0.5022,0.5138,0.6484,0.6321,0.5022,0.7155,0.8427,209.7,Reach max iteration 50 | best_iter=26
qwen,sum,fb237_v2_ind_seed7001,200,1000.0,32,7001,0.5575,0.5672,0.5654,0.6899,0.6906,0.5672,0.7783,0.9062,212.3,Reach max iteration 50 | best_iter=24
qwen,sum,fb237_v2_ind_seed7005,200,1000.0,32,7005,0.5558,0.5609,0.5665,0.6852,0.6993,0.5609,0.8046,0.9097,217.3,Reach max iteration 50 | best_iter=17
qwen,sum,fb237_v2_ind_seed7009,200,1000.0,32,7009,0.5653,0.5388,0.566,0.6882,0.6705,0.5388,0.7672,0.8922,213.7,Reach max iteration 50 | best_iter=29
qwen,sum,fb237_v2_ind_seed7001,200,1000.0,48,7001,0.564,0.5906,0.5853,0.6997,0.7068,0.5906,0.7825,0.9126,221.5,Reach max iteration 50 | best_iter=12
qwen,sum,fb237_v2_ind_seed7005,200,1000.0,48,7005,0.5558,0.563,0.5697,0.6852,0.7002,0.563,0.8067,0.9076,219.9,Reach max iteration 50 | best_iter=43
qwen,sum,fb237_v2_ind_seed7009,200,1000.0,48,7009,0.5824,0.5517,0.5814,0.7064,0.688,0.5517,0.7823,0.9116,222.3,Reach max iteration 50 | best_iter=32
qwen,sum,fb237_v2_ind_seed7001,200,1000.0,64,7001,0.5965,0.5928,0.5956,0.7207,0.7117,0.5928,0.7974,0.9126,230.0,Reach max iteration 50 | best_iter=13
qwen,sum,fb237_v2_ind_seed7005,200,1000.0,64,7005,0.5811,0.584,0.5945,0.7095,0.7234,0.584,0.8382,0.9202,220.2,Reach max iteration 50 | best_iter=9
