model,aggregation,version,k,lambda,bias,seed,valid_acc,test_acc,train_acc,valid_mrr,test_mrr,hits_1,hits_3,hits_10,train_time,convergence
qwen,sum,fb237_v3_ind_seed7001,50,1.0,16,7001,0.6821,0.6407,0.8646,0.7904,0.7607,0.6407,0.8684,0.9485,253.2,Reach max iteration 50 | best_iter=2
qwen,sum,fb237_v3_ind_seed7001,175,500.0,64,7001,0.7295,0.6934,0.7539,0.823,0.8001,0.6934,0.8867,0.9703,590.0,Reach max iteration 50 | best_iter=13
qwen,sum,fb237_v3_ind_seed7005,175,500.0,64,7005,0.7022,0.7099,0.745,0.8027,0.8079,0.7099,0.8945,0.961,609.5,Reach max iteration 50 | best_iter=13
qwen,sum,fb237_v3_ind_seed7009,175,500.0,64,7009,0.7034,0.7039,0.752,0.8054,0.8069,0.7039,0.8917,0.9654,617.9,Reach max iteration 50 | best_iter=18
qwen,sum,fb237_v3_ind_seed7001,175,500.0,80,7001,0.7249,0.6934,0.7559,0.8217,0.8009,0.6934,0.8902,0.9657,654.3,Reach max iteration 50 | best_iter=11
qwen,sum,fb237_v3_ind_seed7005,175,500.0,80,7005,0.7125,0.7225,0.7553,0.8104,0.8166,0.7225,0.8933,0.9633,637.1,Reach max iteration 50 | best_iter=19
qwen,sum,fb237_v3_ind_seed7009,175,500.0,80,7009,0.7161,0.712,0.7581,0.8113,0.8118,0.712,0.8917,0.9677,652.2,Reach max iteration 50 | best_iter=8
qwen,sum,fb237_v3_ind_seed7001,175,500.0,96,7001,0.7272,0.6957,0.7643,0.8239,0.8012,0.6957,0.8879,0.976,660.3,Reach max iteration 50 | best_iter=11
qwen,sum,fb237_v3_ind_seed7005,175,500.0,96,7005,0.7056,0.7236,0.7534,0.8074,0.8167,0.7236,0.8956,0.9644,645.8,Reach max iteration 50 | best_iter=30
qwen,sum,fb237_v3_ind_seed7009,175,500.0,96,7009,0.7149,0.7108,0.7616,0.8129,0.8112,0.7108,0.894,0.9689,648.9,Reach max iteration 50 | best_iter=17
qwen,sum,fb237_v3_ind_seed7001,175,1000.0,16,7001,0.6439,0.619,0.6392,0.7511,0.729,0.619,0.8021,0.9119,313.1,Reach max iteration 50 | best_iter=48
qwen,sum,fb237_v3_ind_seed7005,175,1000.0,16,7005,0.6208,0.6376,0.6425,0.7283,0.7352,0.6376,0.7947,0.9025,310.1,Reach max iteration 50 | best_iter=12
qwen,sum,fb237_v3_ind_seed7009,175,1000.0,16,7009,0.6241,0.6221,0.6341,0.7317,0.7308,0.6221,0.8053,0.9124,316.9,Reach max iteration 50 | best_iter=29
qwen,sum,fb237_v3_ind_seed7001,175,1000.0,32,7001,0.6578,0.6247,0.6669,0.766,0.7388,0.6247,0.8227,0.9222,359.8,Reach max iteration 50 | best_iter=49
qwen,sum,fb237_v3_ind_seed7005,175,1000.0,32,7005,0.6426,0.6571,0.6695,0.752,0.7578,0.6571,0.8257,0.922,371.9,Reach max iteration 50 | best_iter=12
qwen,sum,fb237_v3_ind_seed7009,175,1000.0,32,7009,0.654,0.659,0.6685,0.7579,0.7628,0.659,0.8456,0.924,370.5,Reach max iteration 50 | best_iter=50
qwen,sum,fb237_v3_ind_seed7001,175,1000.0,48,7001,0.6809,0.6613,0.686,0.7848,0.7656,0.6613,0.8467,0.9371,426.2,Reach max iteration 50 | best_iter=9
qwen,sum,fb237_v3_ind_seed7005,175,1000.0,48,7005,0.6552,0.6697,0.6811,0.7621,0.7668,0.6697,0.8394,0.9243,425.1,Reach max iteration 50 | best_iter=14
qwen,sum,fb237_v3_ind_seed7009,175,1000.0,48,7009,0.6632,0.6647,0.6873,0.7677,0.7691,0.6647,0.8491,0.932,424.0,Reach max iteration 50 | best_iter=32
qwen,sum,fb237_v3_ind_seed7001,175,1000.0,64,7001,0.6879,0.6556,0.6928,0.7893,0.7652,0.6556,0.8501,0.9394,448.3,Reach max iteration 50 | best_iter=12
qwen,sum,fb237_v3_ind_seed7005,175,1000.0,64,7005,0.669,0.6812,0.6948,0.7737,0.7762,0.6812,0.8463,0.9346,448.2,Reach max iteration 50 | best_iter=16
qwen,sum,fb237_v3_ind_seed7009,175,1000.0,64,7009,0.6724,0.674,0.6927,0.7756,0.7753,0.674,0.8525,0.9412,477.2,Reach max iteration 50 | best_iter=16
qwen,sum,fb237_v3_ind_seed7001,175,1000.0,80,7001,0.6936,0.6636,0.699,0.7948,0.7715,0.6636,0.8558,0.9382,490.6,Reach max iteration 50 | best_iter=16
qwen,sum,fb237_v3_ind_seed7005,175,1000.0,80,7005,0.6667,0.6766,0.6971,0.7712,0.7765,0.6766,0.8567,0.9392,534.4,Reach max iteration 50 | best_iter=32
qwen,sum,fb237_v3_ind_seed7009,175,1000.0,80,7009,0.6805,0.6694,0.6998,0.782,0.7755,0.6694,0.8606,0.9435,502.6,Reach max iteration 50 | best_iter=15
qwen,sum,fb237_v3_ind_seed7001,175,1000.0,96,7001,0.6983,0.6705,0.7029,0.7993,0.7761,0.6705,0.8558,0.9462,531.8,Reach max iteration 50 | best_iter=15
qwen,sum,fb237_v3_ind_seed7005,175,1000.0,96,7005,0.6735,0.6858,0.7074,0.7765,0.7821,0.6858,0.8635,0.9415,549.7,Reach max iteration 50 | best_iter=12
qwen,sum,fb237_v3_ind_seed7009,175,1000.0,96,7009,0.6828,0.682,0.7043,0.7819,0.784,0.682,0.8687,0.947,514.0,Reach max iteration 50 | best_iter=35
qwen,sum,fb237_v3_ind_seed7001,200,1.0,16,7001,0.6717,0.6705,0.9051,0.7893,0.7807,0.6705,0.8799,0.9531,730.0,Reach max iteration 50 | best_iter=3
qwen,sum,fb237_v3_ind_seed7005,200,1.0,16,7005,0.6735,0.664,0.9294,0.7894,0.779,0.664,0.8796,0.9553,731.9,Reach max iteration 50 | best_iter=31
qwen,sum,fb237_v3_ind_seed7009,200,1.0,16,7009,0.6966,0.6982,0.8778,0.8006,0.8011,0.6982,0.8917,0.9631,717.9,Reach max iteration 50 | best_iter=3
qwen,sum,fb237_v3_ind_seed7001,200,1.0,32,7001,0.6879,0.651,0.9309,0.7979,0.7748,0.651,0.889,0.9657,744.6,Reach max iteration 50 | best_iter=49
qwen,sum,fb237_v3_ind_seed7005,200,1.0,32,7005,0.669,0.6686,0.8826,0.7864,0.7806,0.6686,0.8819,0.9518,734.2,Reach max iteration 50 | best_iter=2
qwen,sum,fb237_v3_ind_seed7009,200,1.0,32,7009,0.669,0.6982,0.9272,0.7878,0.8034,0.6982,0.8929,0.9643,733.9,Reach max iteration 50 | best_iter=49
qwen,sum,fb237_v3_ind_seed7001,200,1.0,48,7001,0.6855,0.6728,0.8616,0.7928,0.7878,0.6728,0.8844,0.9577,738.6,Reach max iteration 50 | best_iter=2
qwen,sum,fb237_v3_ind_seed7005,200,1.0,48,7005,0.6632,0.6537,0.9294,0.7812,0.7754,0.6537,0.883,0.9656,746.9,Reach max iteration 50 | best_iter=50
qwen,sum,fb237_v3_ind_seed7009,200,1.0,48,7009,0.6874,0.6959,0.884,0.7965,0.8078,0.6959,0.9055,0.9747,727.9,Reach max iteration 50 | best_iter=2
qwen,sum,fb237_v3_ind_seed7001,200,1.0,64,7001,0.6832,0.6819,0.8906,0.7962,0.7957,0.6819,0.8982,0.9714,737.2,Reach max iteration 50 | best_iter=2
qwen,sum,fb237_v3_ind_seed7005,200,1.0,64,7005,0.6701,0.6491,0.9161,0.7918,0.7716,0.6491,0.8739,0.9576,743.1,Reach max iteration 50 | best_iter=3
qwen,sum,fb237_v3_ind_seed7009,200,1.0,64,7009,0.6874,0.6855,0.8786,0.7936,0.7978,0.6855,0.9032,0.9712,727.0,Reach max iteration 50 | best_iter=3
qwen,sum,fb237_v3_ind_seed7001,200,1.0,80,7001,0.689,0.6705,0.8624,0.8003,0.7873,0.6705,0.889,0.9748,722.5,Reach max iteration 50 | best_iter=2
qwen,sum,fb237_v3_ind_seed7005,200,1.0,80,7005,0.6655,0.6594,0.9183,0.7884,0.7753,0.6594,0.8716,0.9587,742.5,Reach max iteration 50 | best_iter=3
qwen,sum,fb237_v3_ind_seed7009,200,1.0,80,7009,0.6931,0.6866,0.9228,0.8041,0.8023,0.6866,0.9078,0.9724,740.8,Reach max iteration 50 | best_iter=3
qwen,sum,fb237_v3_ind_seed7001,200,1.0,96,7001,0.6983,0.667,0.9016,0.8037,0.7857,0.667,0.8902,0.9737,734.1,Reach max iteration 50 | best_iter=4
qwen,sum,fb237_v3_ind_seed7005,200,1.0,96,7005,0.6712,0.6606,0.9061,0.7871,0.7773,0.6606,0.8796,0.9622,738.3,Reach max iteration 50 | best_iter=2
qwen,sum,fb237_v3_ind_seed7009,200,1.0,96,7009,0.6747,0.7016,0.858,0.7918,0.8077,0.7016,0.9009,0.9724,736.7,Reach max iteration 50 | best_iter=2
qwen,sum,fb237_v3_ind_seed7001,200,5.0,16,7001,0.6867,0.667,0.9309,0.8019,0.7846,0.667,0.8924,0.968,730.9,Reach max iteration 50 | best_iter=31
qwen,sum,fb237_v3_ind_seed7005,200,5.0,16,7005,0.6758,0.6606,0.9294,0.7937,0.7806,0.6606,0.8853,0.9587,721.6,Reach max iteration 50 | best_iter=28
qwen,sum,fb237_v3_ind_seed7009,200,5.0,16,7009,0.677,0.7028,0.9272,0.7957,0.8101,0.7028,0.9067,0.9712,735.4,Reach max iteration 50 | best_iter=15
qwen,sum,fb237_v3_ind_seed7001,200,5.0,32,7001,0.6983,0.6568,0.9309,0.8076,0.7814,0.6568,0.8993,0.9645,737.7,Reach max iteration 50 | best_iter=25
qwen,sum,fb237_v3_ind_seed7005,200,5.0,32,7005,0.669,0.6663,0.9294,0.7907,0.7859,0.6663,0.8911,0.9576,734.1,Reach max iteration 50 | best_iter=41
qwen,sum,fb237_v3_ind_seed7009,200,5.0,32,7009,0.6828,0.7028,0.9272,0.7983,0.81,0.7028,0.909,0.9724,740.9,Reach max iteration 50 | best_iter=20
qwen,sum,fb237_v3_ind_seed7001,200,5.0,48,7001,0.6936,0.667,0.9309,0.8064,0.7855,0.667,0.889,0.9634,707.7,Reach max iteration 50 | best_iter=41
qwen,sum,fb237_v3_ind_seed7005,200,5.0,48,7005,0.6758,0.6697,0.9294,0.7936,0.7907,0.6697,0.9025,0.9644,709.7,Reach max iteration 50 | best_iter=35
qwen,sum,fb237_v3_ind_seed7009,200,5.0,48,7009,0.6966,0.7062,0.8705,0.8032,0.8124,0.7062,0.9032,0.9712,689.3,Reach max iteration 50 | best_iter=2
qwen,sum,fb237_v3_ind_seed7001,200,5.0,64,7001,0.6936,0.6648,0.9309,0.8055,0.7866,0.6648,0.8879,0.9668,689.7,Reach max iteration 50 | best_iter=31
qwen,sum,fb237_v3_ind_seed7005,200,5.0,64,7005,0.6712,0.6732,0.9294,0.7924,0.7919,0.6732,0.9002,0.9599,715.5,Reach max iteration 50 | best_iter=40
qwen,sum,fb237_v3_ind_seed7009,200,5.0,64,7009,0.6874,0.6866,0.8967,0.7949,0.7994,0.6866,0.9021,0.9712,685.2,Reach max iteration 50 | best_iter=3
qwen,sum,fb237_v3_ind_seed7001,200,5.0,80,7001,0.696,0.659,0.9309,0.8083,0.784,0.659,0.897,0.9737,700.4,Reach max iteration 50 | best_iter=47
qwen,sum,fb237_v3_ind_seed7005,200,5.0,80,7005,0.6781,0.664,0.9294,0.7975,0.7875,0.664,0.9037,0.961,686.3,Reach max iteration 50 | best_iter=49
qwen,sum,fb237_v3_ind_seed7009,200,5.0,80,7009,0.7,0.697,0.9185,0.8076,0.8094,0.697,0.9136,0.9712,685.9,Reach max iteration 50 | best_iter=3
qwen,sum,fb237_v3_ind_seed7001,200,5.0,96,7001,0.6971,0.659,0.9309,0.8082,0.7839,0.659,0.9005,0.9645,685.1,Reach max iteration 50 | best_iter=40
qwen,sum,fb237_v3_ind_seed7005,200,5.0,96,7005,0.6712,0.6537,0.9294,0.7911,0.7798,0.6537,0.8933,0.9656,697.5,Reach max iteration 50 | best_iter=44
qwen,sum,fb237_v3_ind_seed7009,200,5.0,96,7009,0.6862,0.697,0.8661,0.7986,0.8085,0.697,0.9113,0.977,697.3,Reach max iteration 50 | best_iter=2
qwen,sum,fb237_v3_ind_seed7001,200,10.0,16,7001,0.689,0.6648,0.9309,0.8061,0.7853,0.6648,0.8982,0.9737,677.9,Reach max iteration 50 | best_iter=20
qwen,sum,fb237_v3_ind_seed7005,200,10.0,16,7005,0.685,0.6697,0.929,0.801,0.7881,0.6697,0.8979,0.9518,685.8,Reach max iteration 50 | best_iter=27
qwen,sum,fb237_v3_ind_seed7009,200,10.0,16,7009,0.6943,0.6901,0.8984,0.8031,0.8029,0.6901,0.9078,0.9735,656.0,Reach max iteration 50 | best_iter=3
qwen,sum,fb237_v3_ind_seed7001,200,10.0,32,7001,0.6994,0.6659,0.9309,0.8087,0.7882,0.6659,0.9039,0.9714,701.9,Reach max iteration 50 | best_iter=33
qwen,sum,fb237_v3_ind_seed7005,200,10.0,32,7005,0.6747,0.6663,0.9291,0.7943,0.7891,0.6663,0.8991,0.9564,697.8,Reach max iteration 50 | best_iter=32
qwen,sum,fb237_v3_ind_seed7009,200,10.0,32,7009,0.6851,0.6982,0.9265,0.7997,0.8082,0.6982,0.9101,0.9758,703.1,Reach max iteration 50 | best_iter=5
qwen,sum,fb237_v3_ind_seed7001,200,10.0,48,7001,0.6936,0.6762,0.9309,0.8084,0.7925,0.6762,0.8982,0.9657,684.4,Reach max iteration 50 | best_iter=50
qwen,sum,fb237_v3_ind_seed7005,200,10.0,48,7005,0.6838,0.6628,0.9291,0.8009,0.7885,0.6628,0.9014,0.9633,701.6,Reach max iteration 50 | best_iter=41
qwen,sum,fb237_v3_ind_seed7009,200,10.0,48,7009,0.6862,0.6982,0.9272,0.8036,0.8113,0.6982,0.9147,0.9724,709.4,Reach max iteration 50 | best_iter=27
qwen,sum,fb237_v3_ind_seed7001,200,10.0,64,7001,0.6948,0.667,0.9305,0.8073,0.7909,0.667,0.9062,0.9703,688.4,Reach max iteration 50 | best_iter=25
qwen,sum,fb237_v3_ind_seed7005,200,10.0,64,7005,0.6747,0.6674,0.929,0.7955,0.7892,0.6674,0.9014,0.9599,719.5,Reach max iteration 50 | best_iter=21
qwen,sum,fb237_v3_ind_seed7009,200,10.0,64,7009,0.6793,0.7039,0.9272,0.8002,0.8133,0.7039,0.9182,0.9781,687.6,Reach max iteration 50 | best_iter=33
qwen,sum,fb237_v3_ind_seed7001,200,10.0,80,7001,0.704,0.6625,0.9307,0.8133,0.7885,0.6625,0.9085,0.9737,721.1,Reach max iteration 50 | best_iter=44
qwen,sum,fb237_v3_ind_seed7005,200,10.0,80,7005,0.6793,0.6651,0.929,0.7995,0.7903,0.6651,0.9094,0.969,694.8,Reach max iteration 50 | best_iter=48
qwen,sum,fb237_v3_ind_seed7009,200,10.0,80,7009,0.7011,0.6959,0.9142,0.8082,0.8091,0.6959,0.9159,0.9758,688.5,Reach max iteration 50 | best_iter=3
qwen,sum,fb237_v3_ind_seed7001,200,10.0,96,7001,0.7017,0.6682,0.9305,0.8118,0.7907,0.6682,0.9062,0.9668,689.7,Reach max iteration 50 | best_iter=21
qwen,sum,fb237_v3_ind_seed7005,200,10.0,96,7005,0.6758,0.6606,0.929,0.7953,0.7836,0.6606,0.8956,0.9633,741.5,Reach max iteration 50 | best_iter=17
qwen,sum,fb237_v3_ind_seed7009,200,10.0,96,7009,0.6839,0.6924,0.9272,0.8011,0.8072,0.6924,0.9171,0.9747,741.0,Reach max iteration 50 | best_iter=33
qwen,sum,fb237_v3_ind_seed7001,200,50.0,16,7001,0.7156,0.6762,0.8916,0.8236,0.7999,0.6762,0.9176,0.9794,686.9,Reach max iteration 50 | best_iter=5
qwen,sum,fb237_v3_ind_seed7005,200,50.0,16,7005,0.7033,0.6984,0.8887,0.812,0.8088,0.6984,0.9025,0.9713,681.2,Reach max iteration 50 | best_iter=6
qwen,sum,fb237_v3_ind_seed7009,200,50.0,16,7009,0.7103,0.7085,0.8901,0.818,0.8176,0.7085,0.9147,0.9827,681.1,Reach max iteration 50 | best_iter=7
qwen,sum,fb237_v3_ind_seed7001,200,50.0,32,7001,0.7202,0.6899,0.9032,0.8259,0.8077,0.6899,0.9188,0.9771,715.4,Reach max iteration 50 | best_iter=7
qwen,sum,fb237_v3_ind_seed7005,200,50.0,32,7005,0.7033,0.695,0.9014,0.8122,0.8087,0.695,0.9094,0.9702,744.0,Reach max iteration 50 | best_iter=5
qwen,sum,fb237_v3_ind_seed7009,200,50.0,32,7009,0.7115,0.7108,0.8835,0.8175,0.8208,0.7108,0.9228,0.9804,729.1,Reach max iteration 50 | best_iter=6
qwen,sum,fb237_v3_ind_seed7001,200,50.0,48,7001,0.7249,0.6968,0.8625,0.825,0.8081,0.6968,0.9062,0.9691,713.0,Reach max iteration 50 | best_iter=4
qwen,sum,fb237_v3_ind_seed7005,200,50.0,48,7005,0.701,0.6869,0.9094,0.8151,0.8033,0.6869,0.9117,0.9679,716.1,Reach max iteration 50 | best_iter=15
qwen,sum,fb237_v3_ind_seed7009,200,50.0,48,7009,0.7057,0.7074,0.8877,0.8161,0.8195,0.7074,0.9251,0.9804,727.8,Reach max iteration 50 | best_iter=6
qwen,sum,fb237_v3_ind_seed7001,200,50.0,64,7001,0.7237,0.6968,0.9021,0.8289,0.8116,0.6968,0.9199,0.9783,729.3,Reach max iteration 50 | best_iter=10
qwen,sum,fb237_v3_ind_seed7005,200,50.0,64,7005,0.7056,0.695,0.9045,0.8161,0.8063,0.695,0.906,0.9667,739.2,Reach max iteration 50 | best_iter=8
qwen,sum,fb237_v3_ind_seed7009,200,50.0,64,7009,0.7115,0.7143,0.8942,0.8169,0.8224,0.7143,0.9286,0.9816,722.6,Reach max iteration 50 | best_iter=8
qwen,sum,fb237_v3_ind_seed7001,200,50.0,80,7001,0.726,0.6991,0.8943,0.8296,0.8141,0.6991,0.9222,0.9805,747.1,Reach max iteration 50 | best_iter=6
qwen,sum,fb237_v3_ind_seed7005,200,50.0,80,7005,0.7056,0.6972,0.9029,0.8183,0.81,0.6972,0.9094,0.9713,737.9,Reach max iteration 50 | best_iter=7
qwen,sum,fb237_v3_ind_seed7009,200,50.0,80,7009,0.7115,0.7051,0.8865,0.8176,0.8168,0.7051,0.9205,0.9793,736.3,Reach max iteration 50 | best_iter=6
qwen,sum,fb237_v3_ind_seed7001,200,50.0,96,7001,0.7249,0.7037,0.9028,0.8281,0.8156,0.7037,0.9211,0.9828,668.6,Reach max iteration 50 | best_iter=13
qwen,sum,fb237_v3_ind_seed7005,200,50.0,96,7005,0.7079,0.7007,0.903,0.8188,0.8111,0.7007,0.9048,0.9736,732.9,Reach max iteration 50 | best_iter=11
qwen,sum,fb237_v3_ind_seed7009,200,50.0,96,7009,0.7092,0.7131,0.8965,0.8192,0.8229,0.7131,0.9309,0.9804,721.9,Reach max iteration 50 | best_iter=11
qwen,sum,fb237_v3_ind_seed7001,200,100.0,16,7001,0.7272,0.7094,0.8374,0.831,0.8174,0.7094,0.9165,0.9794,682.0,Reach max iteration 50 | best_iter=7
qwen,sum,fb237_v3_ind_seed7005,200,100.0,16,7005,0.7148,0.7099,0.8635,0.8194,0.8153,0.7099,0.9106,0.969,675.0,Reach max iteration 50 | best_iter=23
qwen,sum,fb237_v3_ind_seed7009,200,100.0,16,7009,0.723,0.727,0.8574,0.8257,0.828,0.727,0.9182,0.9793,679.0,Reach max iteration 50 | best_iter=17
qwen,sum,fb237_v3_ind_seed7001,200,100.0,32,7001,0.7318,0.7037,0.8423,0.834,0.815,0.7037,0.913,0.9828,693.7,Reach max iteration 50 | best_iter=6
qwen,sum,fb237_v3_ind_seed7005,200,100.0,32,7005,0.7228,0.719,0.8551,0.8253,0.8226,0.719,0.914,0.969,689.0,Reach max iteration 50 | best_iter=9
qwen,sum,fb237_v3_ind_seed7009,200,100.0,32,7009,0.7264,0.7293,0.8486,0.8256,0.8293,0.7293,0.9228,0.9827,678.1,Reach max iteration 50 | best_iter=7
qwen,sum,fb237_v3_ind_seed7001,200,100.0,48,7001,0.7272,0.7174,0.8598,0.8333,0.823,0.7174,0.9199,0.984,707.0,Reach max iteration 50 | best_iter=9
qwen,sum,fb237_v3_ind_seed7005,200,100.0,48,7005,0.7297,0.7156,0.8697,0.8311,0.8196,0.7156,0.9083,0.9748,699.6,Reach max iteration 50 | best_iter=47
qwen,sum,fb237_v3_ind_seed7009,200,100.0,48,7009,0.7333,0.712,0.8559,0.8307,0.824,0.712,0.9332,0.985,698.8,Reach max iteration 50 | best_iter=9
qwen,sum,fb237_v3_ind_seed7001,200,100.0,64,7001,0.7445,0.7071,0.8683,0.8407,0.8167,0.7071,0.9165,0.984,712.1,Reach max iteration 50 | best_iter=27
qwen,sum,fb237_v3_ind_seed7005,200,100.0,64,7005,0.7365,0.7167,0.8557,0.8339,0.8195,0.7167,0.906,0.9748,697.7,Reach max iteration 50 | best_iter=11
qwen,sum,fb237_v3_ind_seed7009,200,100.0,64,7009,0.7368,0.7339,0.8486,0.8338,0.835,0.7339,0.9297,0.9827,697.1,Reach max iteration 50 | best_iter=9
qwen,sum,fb237_v3_ind_seed7001,200,100.0,80,7001,0.7376,0.7094,0.8543,0.8379,0.8199,0.7094,0.9245,0.984,723.2,Reach max iteration 50 | best_iter=8
qwen,sum,fb237_v3_ind_seed7005,200,100.0,80,7005,0.7239,0.711,0.8768,0.8275,0.8169,0.711,0.9071,0.9736,725.3,Reach max iteration 50 | best_iter=36
qwen,sum,fb237_v3_ind_seed7009,200,100.0,80,7009,0.731,0.7247,0.8532,0.8302,0.8292,0.7247,0.9251,0.9839,720.9,Reach max iteration 50 | best_iter=8
qwen,sum,fb237_v3_ind_seed7001,200,100.0,96,7001,0.7376,0.714,0.8583,0.8377,0.8232,0.714,0.9233,0.984,727.3,Reach max iteration 50 | best_iter=10
qwen,sum,fb237_v3_ind_seed7005,200,100.0,96,7005,0.7239,0.7248,0.8709,0.8281,0.8258,0.7248,0.9117,0.9759,734.5,Reach max iteration 50 | best_iter=16
qwen,sum,fb237_v3_ind_seed7009,200,100.0,96,7009,0.7276,0.7235,0.8709,0.829,0.8287,0.7235,0.9343,0.9839,727.9,Reach max iteration 50 | best_iter=22
qwen,sum,fb237_v3_ind_seed7001,200,500.0,16,7001,0.7087,0.6728,0.7102,0.8058,0.7783,0.6728,0.865,0.9451,444.8,Reach max iteration 50 | best_iter=10
qwen,sum,fb237_v3_ind_seed7005,200,500.0,16,7005,0.6827,0.6881,0.7171,0.7864,0.7874,0.6881,0.8704,0.9484,446.0,Reach max iteration 50 | best_iter=10
qwen,sum,fb237_v3_ind_seed7009,200,500.0,16,7009,0.6874,0.6797,0.7137,0.7866,0.7837,0.6797,0.8675,0.9493,442.3,Reach max iteration 50 | best_iter=11
qwen,sum,fb237_v3_ind_seed7001,200,500.0,32,7001,0.7179,0.6762,0.7349,0.8136,0.7865,0.6762,0.8776,0.9542,499.4,Reach max iteration 50 | best_iter=19
qwen,sum,fb237_v3_ind_seed7005,200,500.0,32,7005,0.6942,0.7018,0.7297,0.7955,0.7993,0.7018,0.8796,0.9541,528.3,Reach max iteration 50 | best_iter=29
qwen,sum,fb237_v3_ind_seed7009,200,500.0,32,7009,0.7046,0.6935,0.7328,0.8002,0.7967,0.6935,0.8767,0.9608,536.7,Reach max iteration 50 | best_iter=12
qwen,sum,fb237_v3_ind_seed7001,200,500.0,48,7001,0.7179,0.6888,0.7463,0.8161,0.7954,0.6888,0.881,0.9611,595.0,Reach max iteration 50 | best_iter=11
qwen,sum,fb237_v3_ind_seed7005,200,500.0,48,7005,0.6987,0.7099,0.7367,0.7983,0.8059,0.7099,0.883,0.9576,567.9,Reach max iteration 50 | best_iter=13
qwen,sum,fb237_v3_ind_seed7009,200,500.0,48,7009,0.7184,0.6947,0.7466,0.8098,0.7999,0.6947,0.8894,0.9585,594.7,Reach max iteration 50 | best_iter=9
qwen,sum,fb237_v3_ind_seed7001,200,500.0,64,7001,0.726,0.6945,0.7529,0.8204,0.8005,0.6945,0.8856,0.9703,640.6,Reach max iteration 50 | best_iter=24
qwen,sum,fb237_v3_ind_seed7005,200,500.0,64,7005,0.7033,0.7064,0.7466,0.8043,0.807,0.7064,0.8933,0.9599,658.5,Reach max iteration 50 | best_iter=18
qwen,sum,fb237_v3_ind_seed7009,200,500.0,64,7009,0.7103,0.7005,0.7493,0.8091,0.8035,0.7005,0.894,0.9643,644.3,Reach max iteration 50 | best_iter=9
qwen,sum,fb237_v3_ind_seed7001,200,500.0,80,7001,0.7306,0.6831,0.7487,0.8238,0.7958,0.6831,0.8867,0.9737,706.4,Reach max iteration 50 | best_iter=37
qwen,sum,fb237_v3_ind_seed7005,200,500.0,80,7005,0.7056,0.7156,0.7549,0.806,0.8122,0.7156,0.8922,0.9622,713.5,Reach max iteration 50 | best_iter=22
qwen,sum,fb237_v3_ind_seed7009,200,500.0,80,7009,0.7092,0.7028,0.7554,0.8096,0.8075,0.7028,0.8963,0.9689,701.2,Reach max iteration 50 | best_iter=31
qwen,sum,fb237_v3_ind_seed7001,200,500.0,96,7001,0.7306,0.6968,0.7574,0.8251,0.8031,0.6968,0.8924,0.9703,724.0,Reach max iteration 50 | best_iter=22
qwen,sum,fb237_v3_ind_seed7005,200,500.0,96,7005,0.7102,0.7225,0.7597,0.8086,0.8159,0.7225,0.8933,0.961,707.3,Reach max iteration 50 | best_iter=11
qwen,sum,fb237_v3_ind_seed7009,200,500.0,96,7009,0.7161,0.7143,0.7586,0.8138,0.8138,0.7143,0.8963,0.9666,710.4,Reach max iteration 50 | best_iter=25
qwen,sum,fb237_v3_ind_seed7001,200,1000.0,16,7001,0.6439,0.6167,0.6473,0.7509,0.7255,0.6167,0.7941,0.9188,339.4,Reach max iteration 50 | best_iter=45
qwen,sum,fb237_v3_ind_seed7005,200,1000.0,16,7005,0.6266,0.6296,0.6465,0.7325,0.7328,0.6296,0.8005,0.9048,340.7,Reach max iteration 50 | best_iter=16
qwen,sum,fb237_v3_ind_seed7009,200,1000.0,16,7009,0.6264,0.6256,0.6416,0.7328,0.7357,0.6256,0.818,0.9147,340.5,Reach max iteration 50 | best_iter=18
qwen,sum,fb237_v3_ind_seed7001,200,1000.0,32,7001,0.6717,0.6407,0.6742,0.7755,0.7493,0.6407,0.8318,0.9279,403.7,Reach max iteration 50 | best_iter=11
qwen,sum,fb237_v3_ind_seed7005,200,1000.0,32,7005,0.6357,0.664,0.6741,0.7487,0.7608,0.664,0.8303,0.9209,400.4,Reach max iteration 50 | best_iter=13
qwen,sum,fb237_v3_ind_seed7009,200,1000.0,32,7009,0.6483,0.6578,0.6685,0.7532,0.7618,0.6578,0.8422,0.9251,404.7,Reach max iteration 50 | best_iter=31
qwen,sum,fb237_v3_ind_seed7001,200,1000.0,48,7001,0.6948,0.6533,0.6865,0.7917,0.7615,0.6533,0.841,0.9348,464.9,Reach max iteration 50 | best_iter=24
qwen,sum,fb237_v3_ind_seed7005,200,1000.0,48,7005,0.6541,0.6743,0.6887,0.7626,0.7695,0.6743,0.8406,0.9312,466.4,Reach max iteration 50 | best_iter=29
qwen,sum,fb237_v3_ind_seed7009,200,1000.0,48,7009,0.6621,0.6682,0.6908,0.7667,0.7718,0.6682,0.8514,0.9401,460.5,Reach max iteration 50 | best_iter=14
qwen,sum,fb237_v3_ind_seed7001,200,1000.0,64,7001,0.6879,0.6648,0.6936,0.7896,0.7696,0.6648,0.8501,0.9382,504.8,Reach max iteration 50 | best_iter=8
qwen,sum,fb237_v3_ind_seed7005,200,1000.0,64,7005,0.6609,0.672,0.6887,0.768,0.7711,0.672,0.8486,0.9358,481.4,Reach max iteration 50 | best_iter=15
